cafe_name,location_name,full_address,main_food,like,image
스타벅스 타임스퀘어점,영등포,서울특별시 영등포구 영등포동4가 442,"아메리카노, 아이스아메리카노, 카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210117080123_photo1_6f3d5587c93f.jpg
커피리브레,영등포,서울특별시 영등포구 영등포동4가 442-1,"아메리카노, 카페, 카페라떼",14,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200202013926_photo1_d0aae9ecf5e6.jpg
bring me coffee,영등포,서울시 영등포구 양평동3가 5-4,"카페, 커피, 흑당카페라떼",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200629100310_photo1_004f6e0229f8.jpg
시즌커피앤베이크,영등포,서울특별시 영등포구 양평동3가 41-2,"베이커리카페, 커피, 카페",7,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200819192502_photo1_0UoOZNlTenDO.jpg
폴바셋,영등포,서울특별시 영등포구 영등포동4가 434-5,"아메리카노, 카페, 카페라떼",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201205051639_photo1_b2943ef9b91e.jpg
이로울리,영등포,서울특별시 영등포구 당산동2가 47-4,"꽃차, 카페, 베이커리카페",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191113080039_photo1_XLfDdxht9OvI.jpg
콜렉티보 타임스퀘어점,영등포,서울특별시 영등포구 영등포동4가 442,"케이크, 아메리카노, 카페",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201110023611594_photo_474145db3a43.jpg
초이커피,영등포,서울특별시 영등포구 신길동 160-17,"에스프레소, 커피, 카페",7,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191009123945444_photo_f444be07ce57.jpg
소보로인,영등포,서울특별시 영등포구 당산동4가 32-176,"소보로, 카페, 카페라떼",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210220215425_photo1_8f90b1365009.jpg
포프트 커피,영등포,서울특별시 영등포구 영등포동4가 426-9 1층,"커피, 카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200216081704_photo1_96984f42deea.jpg
스타벅스,영등포,서울특별시 영등포구 문래동3가 55-20,"슈크림라떼, 초콜릿, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200510035924_photo1_6f70d4a8a958.jpg
엔제리너스 영등포역사점,영등포,서울특별시 영등포구 영등포동 618-496,"아메리카노, 카페, 카페라떼",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210225064615408_photo_c58c7d661ca5.jpg
카페 더엘리,영등포,서울 영등포구 당산동3가 223-11,카페,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191110114549562_photo_dE2Lvni1pX5E.jpg
쥬씨,영등포,서울특별시 영등포구 당산동3가 295-2,"수박, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200712030633_photo1_f60aed3bfb20.jpg
카페 스토리웨이  3호점,영등포,서울특별시 영등포구 영등포동 618-496 영등포 민자역사,"커피, 카페, 아이스카페라떼",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210101051044505_photo_0bc70c209046.jpg
커피엔수다,영등포,서울특별시 영등포구 당산동4가 32-63,"샌드위치, 커피, 카페",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200703010629_photo1_f7b7bc9f7ef0.jpg
투썸플레이스 영등포구청역점,영등포,서울특별시 영등포구 당산동3가 260,"초콜릿, 케이크, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201228093142_photo1_004f6e0229f8.jpg
카페 인,영등포,서울 영등포구 영등포동2가 29-84,"커피, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201202105347_photo1_b206f6c126af.jpg
카페 뮈렌,영등포,서울 영등포구 영등포동 618-66 2층,"커피, 카페, 디저트카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200805015216054_photo_f0f08a91881c.jpg
오곰커피,영등포,서울특별시 영등포구 영등포동8가 74-5,"커피, 카페, 카페라떼",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191026031323444_photo_dE2Lvni1pX5E.jpg
토프레소 영등포점,영등포,서울시 영등포구 영등포동8가 29-1,"과일, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191211110426670_photo_dE2Lvni1pX5E.jpg
로다커피,영등포,서울특별시 영등포구 영등포동8가 34-20,"코코넛커피, 루프탑, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210216102229326_photo_dE2Lvni1pX5E.jpg
봉순이네 다락방,왕십리,서울시 성동구 행당동 292-33,"브레드, 아메리카노, 카페",45,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210401123540_photo1_306f913de407.jpg
나인헤르츠,왕십리,서울특별시 성동구 행당동 248,"아메리카노, 까페, 카페",28,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210307094823966_photo_0c8f0ee03560.jpg
갈십리,왕십리,서울특별시 성동구 행당동 19-108,"후르츠산도, 카페",11,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201119124216_photo1_577e7ed4211d.jpg
투썸플레이스 한양대엔터식스점,왕십리,서울특별시 성동구 행당동 155-1 파크에비뉴 엔터식스 한양대점 1층,"아메리카노, 까페, 카페",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201018125151969_photo_f064c3526834.jpg
uu coffee,왕십리,서울특별시 성동구 행당동 1-79,"카페, 커피, 카페라떼",5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200426090832687_photo_c563abc1f59a.jpg
키커피 컴퍼니,왕십리,서울특별시 성동구 행당동 130-115,"아인슈페너, 카페, 카페라떼",7,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210120212344_photo1_0UoOZNlTenDO.jpg
스타벅스 엔터식스점,왕십리,서울특별시 성동구 행당동 168-151 왕십리엔터식스,"창업카페, 뱅쇼, 카페",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201225080245484_photo_0c8f0ee03560.jpg
에픽에스프레소 더커피바,왕십리,서울특별시 성동구 하왕십리동 339-67,"에스프레소, 커피, 카페",8,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210327015131_profile_photo1_7ec459740b53.jpg
메가커피 행당역점,왕십리,서울 성동구 행당동 317-134 1층,"커피, 카페, 카페모카",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201006090551_photo1_c5c35d2fa8e7.jpg
뜨아아아 커피집,왕십리,서울특별시 성동구 행당동 264,"쑥라떼, 아이스아메리카노, 카페",4,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200330014044301_photo_29e5ae784fb3.jpg
커핀그루나루 성동문화원점,왕십리,서울특별시 성동구 행당동 133-2,"아메리카노, 카페, 카페라떼",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200614122717_photo1_c5c35d2fa8e7.jpg
할리스 성동구청점,왕십리,서울특별시 성동구 도선동 70,"아메리카노, 카페, 카페라떼",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210412093207459_photo_5ad86b50a6d2.jpg
우에노421,왕십리,서울특별시 성동구 하왕십리동 1015-7,"수플레, 수플레팬케이크, 브런치카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210325145637_photo1_0UoOZNlTenDO.jpg
스타벅스 한양대점,왕십리,"서울특별시 성동구 행당동 31-4 10,11 경희빌딩 1,2층","커피, 카페, 카페라떼",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210401121547636_photo_0c8f0ee03560.jpg
컬러오브커피,왕십리,서울 성동구 하왕십리동 1070 센트라스상가 L동 117호,"커피, 카페, 아이스카페라떼",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210219114600_profile_photo1_7ec459740b53.jpg
밀땅,왕십리,서울특별시 성동구 하왕십리동 1070,"리코타치즈샐러드, 에그샌드위치, 브런치카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210106110423274_photo_0c8f0ee03560.jpg
체셔 코믹스카페,왕십리,서울특별시 성동구 행당동 134-6 세왕빌딩 별관 2층,"아메리카노, 카페, 만화카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200201125950_photo1_c5c35d2fa8e7.jpg
화이트비치,왕십리,서울 성동구 하왕십리동 1070,"커피, 카페, 디카페인아메리카노",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210201094417_photo1_7ec459740b53.jpg
10페이지 한양대1호점,왕십리,서울 성동구 행당동 4-17,"청포도주스, 크로플, 카페",11,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_2019-05-28-14-45-20~2.jpg
컴바이 밀크티,왕십리,서울시 성동구 행당동 168-151,"버블티, 밀크티, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200301082440_photo1_6ec7a89bae79.jpg
요거프레소,왕십리,서울특별시 성동구 도선동 290,"딸기, 카페, 카페라떼",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191012053502_photo1_1f9a89b37358.jpg
라온커피,왕십리,서울특별시 성동구 행당동 3-17,"고구마라떼, 카페, 카페모카",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180203105555_photo1_AQVbgmU7QibX.jpg
윙보드게임카페,왕십리,서울 성동구 행당동 19-101 3층,"게임카페, 이색카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200917010723_photo1_63dcc316c40f.jpg
공차 왕십리센트라스점,왕십리,서울시 성동구 하왕십리동 1070 L동 1층 125호,"버블티, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210302115714025_photo_0caf5de8a3e4.jpg
카페 에피톤,왕십리,서울특별시 성동구 행당동 12-9,"머핀, 카페, 케익카페",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190101121033274_photo1_73870946ffb8.jpg
브릭레인,왕십리,서울특별시 성동구 행당동 19-112,"와인, 와인바, 브런치카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201102103544_photo1_b206f6c126af.jpg
여우파이,왕십리,서울특별시 성동구 도선동 363-1,"호두파이, 파이, 카페",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200210060857_photo1_51740ef34228.jpg
커피뮤 비트플렉스 왕십리역점,왕십리,서울특별시 성동구 행당동 168-151,"카페, 커피, 카페모카",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200614112854_photo1_3a0aa2d2846e.jpg
또아,왕십리,서울 성동구 하왕십리동 1070 125동 1층 상가 G동 101호,"파니니, 브런치카페, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201113083001_photo1_6e22ede6f3e9.jpg
브릭하우스,왕십리,서울특별시 중구 신당동 150-5,"스콘, 카페, 카페라떼",8,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200927095638907_photo_4abf78d5c8a5.jpg
독일주택,대학로,서울특별시 종로구 명륜4가 45-1,"맥주, 카페",673,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201119020855_photo1_3c7f0ebf723d.jpg
학림다방,대학로,서울시 종로구 명륜4가 94-2,"비엔나커피, 치즈케이크, 카페",252,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210407080502_photo5_3b3a14577a9a.jpg
스노브,대학로,서울특별시 종로구 명륜4가 85-1,"케이크, 아메리카노, 카페",183,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210303090418_photo1_3b929888cbc2.jpg
동숭동커피,대학로,서울특별시 종로구 동숭동 130-63,"핸드드립커피, 카페, 카페라떼",67,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210404031048503_photo_ffc0ca0f88e0.jpg
스타벅스,대학로,서울특별시 종로구 동숭동 30,"아메리카노, 카페라떼, 카페",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210410103911090_photo_c54d8d54a040.jpg
카페 키이로,대학로,서울특별시 종로구 명륜4가 154-2,"케이크, 말차테린느, 카페",47,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200608023143_photo1_0UoOZNlTenDO.jpg
빌리엔젤,대학로,서울특별시 종로구 동숭동 1-97,"당근케이크, 아메리카노, 카페",45,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210131054454982_photo_2e5782a1e965.jpg
모베터블루스,대학로,서울특별시 종로구 동숭동 26,"사과, 카페, 까페",71,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200122013116_photo1_3b1302ce534f.jpg
나무요일,대학로,서울시 종로구 명륜4가 154-3 2F,"와인, 와인바, 카페",23,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210114082340332_photo_d1e3c3c07850.jpg
낫컴플리트,대학로,서울특별시 종로구 명륜2가 150-2 2층,"크로플, 마들렌, 카페",5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200809070956_photo1_aff5ffee9615.jpg
슬로우스텝,대학로,서울특별시 종로구 동숭동 1-76 3층,"루프탑, 로스, 카페",57,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210408091324_photo2_bb003c580b4d.jpg
헤이커피,대학로,서울시 종로구 명륜4가 112-6,"디저트, 커피, 카페",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201203125817_photo1_f7b7bc9f7ef0.jpg
스타벅스 대학로점,대학로,서울특별시 종로구 연건동 128-8 홍익대학교 대학로캠퍼스 內,"자몽, 초콜릿, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210122122604266_photo_25ca19551d0e.jpg
마띠에르,대학로,서울특별시 종로구 명륜4가 168-2,"플랫화이트, 당근케이크, 카페",5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200709065612066_photo_d15d01d93628.jpg
별달밤,대학로,서울특별시 종로구 명륜1가 98-1,"홍차, 카페",8,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200819061852_photo1_01056913a084.jpg
도밍고팩토리,대학로,서울특별시 종로구 명륜2가 216-4,"쑥라떼, 카페, 디저트카페",38,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191120120425_photo1_c8ce00fc4217.jpg
삼원샏,대학로,서울특별시 종로구 명륜4가 103-5,"핸드드립커피, 한옥카페, 카페",23,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200321113252_photo1_f24076932bcc.jpg
테이크파이브,대학로,서울특별시 종로구 명륜2가 74-1,"카페, 파이",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180526025211128_photo0_eHGVAs9ml1re.jpg
폴인팬케이크,대학로,서울특별시 종로구 동숭동 1-11,"팬케이크, 카페, 카페라떼",3,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210121022155333_photo_0f332304a44e.jpg
온혜화,대학로,서울특별시 종로구 동숭동 1-137,"플레인스콘, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201118125048674_photo_d1e3c3c07850.jpg
브알라,대학로,서울특별시 종로구 동숭동 1-52 대명문화공장 1층,"아이스아메리카노, 카페",11,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210407050748_photo1_753fea4c5d8f.jpg
쁘띠렌,대학로,서울특별시 종로구 동숭동 1-40,"디저트, 케이크, 카페",70,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201113011005_photo1_2483f18cd56e.jpg
카페사흘,대학로,서울특별시 종로구 혜화동 74-10,"와인, 카페",13,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180211103549_photo1_jIJI7feOMIFr.jpg
비투 프로젝트,대학로,서울시 종로구 동숭동 130-11,"와플, 카페, 카페라떼",30,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200805121734_photo1_d96aa6efc5ad.jpg
mrd,대학로,서울특별시 종로구 명륜3가 2-14,"아메리카노, 카페, cafe",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201106033408226_photo_15aff1843b38.jpg
에그마카슈,대학로,서울특별시 종로구 동숭동 1-55,"에그타르트, 카페, 카페라떼",6,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200922104414_photo1_e829952808f4.jpg
해마 티룸,대학로,서울특별시 종로구 혜화동 87-5 2층,"홍차, 스콘, 카페",12,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210201015806125_photo_dba0cd1058af.jpg
메종드아베크엘,대학로,서울특별시 종로구 동숭동 5-7 1층,"카페라떼, 카페, 디저트카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200701030452_photo1_8e6338db2c4b.jpg
스타벅스 성대입구점,대학로,서울특별시 종로구 명륜3가 154-3,"카페, 디저트, 카페라떼",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200513185715_photo1_73c904dea5b7.jpg
하이제씨,대학로,서울특별시 종로구 동숭동 129-164,"마카롱, 카페",6,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200129094659_photo1_3b1302ce534f.jpg
안국153,인사동,서울특별시 종로구 안국동 153,"앙버터, 밀크티, 카페",65,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200929124138_photo1_84c32705a85d.jpg
반짝반짝 빛나는,인사동,서울특별시 종로구 관훈동 6 2층,"스무디, 쌍화차, 카페",216,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200928183240_photo1_99a0775d7c8f.jpg
스타벅스 리저브 더종로R점,인사동,서울특별시 종로구 종로2가 6 종로타워,"아메리카노, 카페, 카페라떼",4,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210316080546_photo1_Nm0ULH5g8GOd.jpg
달새는 달만 생각한다,인사동,서울시 종로구 관훈동 60,"찻집, 전통찻집, 카페",83,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200104063806_photo1_6d396998fbaa.jpg
오설록,인사동,서울시 종로구 관훈동 170,"녹차, 티하우스, 카페",44,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210301102009_photo1_c1634d0a6540.jpg
아름다운 차 박물관,인사동,서울시 종로구 인사동 193-1,"전통찻집, 찻집, 카페",20,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200327115901_photo1_9442f78535e5.jpg
소진담  안녕인사동점,인사동,서울시 종로구 관훈동 155-2 5층,"케이크, 루프탑, 카페",9,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210125050833_photo1_84c32705a85d.jpg
한옥찻집,인사동,서울시 종로구 관훈동 64,"유자차, 가래떡구이, 카페",8,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200425204416_photo1_8fa4eb99a476.jpg
별다방 미스리,인사동,서울시 종로구 관훈동 144 2F,"떡볶이, 냄비빙수, 카페",27,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200921201806_photo1_0UoOZNlTenDO.jpg
태극당 인사점,인사동,서울시 종로구 관훈동 16 2층,"아이스크림, 모나카, 카페",5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210204104550_photo1_XLfDdxht9OvI.jpg
카페 결,인사동,서울 종로구 공평동 17,"아메리카노, 카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210214024234_photo1_VQqJSCTzFQ7q.jpg
도트 블랭킷,인사동,서울 종로구 안국동 83,"브런치, 브런치카페, 카페",5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210322074624578_photo_c845dff72267.jpg
까치화방 종로점,인사동,서울특별시 종로구 종로2가 6,"커피, 플라워카페, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210322074153079_photo_sdTm1I1minMx.jpg
작은 인디아,인사동,서울시 종로구 인사동 183,"커리, 인도음식, 이색카페",8,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210409043648_photo1_Nm0ULH5g8GOd.jpg
꽃이피움,인사동,서울특별시 종로구 관훈동 151-8,"브런치카페, 카페",12,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200114094421670_photo_397198647129.jpg
브람스,인사동,서울특별시 종로구 재동 104-1,"다방, 카페, 클래식카페",5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210404032540925_photo_2c2906c7be9f.jpg
카페트루어스,인사동,서울특별시 종로구 인사동 146,"팬케이크, 카페, 디저트카페",18,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191003085344887_photo_ef34654d852f.jpg
커피스미스,인사동,서울특별시 종로구 종로2가 21,"카페, 커피",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200412120713437_photo_2c2906c7be9f.jpg
설레는마중,인사동,서울시 종로구 관훈동 155-2 안녕인사동,"한식디저트, 카페, 디저트카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200725060056_photo1_e7dbf6690af0.jpg
아티제 포제,인사동,서울 종로구 공평동 17 센트로폴리스 1층,"커피, 베이커리카페, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210211095528_photo1_93fea0d9f321.jpg
요거트맨,인사동,서울특별시 종로구 공평동 70,"그릭요거트, 요거트, 카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200621030113_photo1_abebb0d05210.jpg
귀천,인사동,서울시 종로구 관훈동 83,"전통찻집, 찻집, 카페",5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200201085758_photo1_1e6f74ab1497.jpg
부쿠,인사동,서울특별시 종로구 관훈동 155-2 안녕인사동 4층,"청하, 북카페, 카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191202012703048_photo_312eead77f96.jpg
올모스트홈카페  인사동점,인사동,서울특별시 종로구 관훈동 155-2 2-M층,"아메리카노, 카페라떼, 카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200624014708_photo1_0d263f2f720d.jpg
티스팟 S&S코퍼레이션점,인사동,서울특별시 종로구 견지동 68-5,카페,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191022110136122_photo_dE2Lvni1pX5E.jpg
스타벅스 인사점,인사동,서울특별시 종로구 인사동 39,"카페, 샐러드, 카페라떼",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191006092234305_photo_15aff1843b38.jpg
커피브론즈,인사동,서울특별시 종로구 안국동 113,"카페, 커피, 카페라떼",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190901123250_photo1_1e6f74ab1497.jpg
커피빈,인사동,서울특별시 종로구 안국동 163,"카페, 커피",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200118062121_photo1_84c32705a85d.jpg
47번가찻집,인사동,서울특별시 종로구 관훈동 72,"전통찻집, 카페, 한옥카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210217100658949_photo_43f4a2278e2a.jpg
오가다,인사동,서울특별시 종로구 관훈동 123-4,"약과, 카페, 카페라떼",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200921103549227_photo_d1e3c3c07850.jpg
레이어드,삼청동,서울특별시 종로구 재동 84-14,"얼그레이스콘, 스콘, 카페",173,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210309113404_photo4_77513f8dd560.jpg
커피방앗간,삼청동,서울시 종로구 화동 102-1,"초코와플, 카페, 카페라떼",174,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190804083207_photo1_7f6e1ba1e7eb.jpg
소금집 델리 안국점,삼청동,서울특별시 종로구 계동 101-12 1층,"잠봉뵈르, 샌드위치, 카페",42,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210415071434_photo1_e30365e0d307.jpg
차 마시는 뜰,삼청동,서울시 종로구 삼청동 35-169,"팥빙수, 오미자차, 카페",193,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210125111409920_photo_2c2906c7be9f.jpg
안국153,삼청동,서울특별시 종로구 안국동 153,"앙버터, 밀크티, 카페",65,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200929124138_photo1_84c32705a85d.jpg
어니언 안국점,삼청동,서울특별시 종로구 계동 146-1,"아메리카노, 팡도르, 카페",33,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210405170644_photo0_vVFyXDEBVFu0.jpg
C 플라밍고,삼청동,서울특별시 종로구 소격동 125,"누텔라케이크, 케이크, 카페",140,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200928101920711_photo_ac7b4daa4e93.jpg
북촌빙수,삼청동,서울특별시 종로구 팔판동 63-3,"팥빙수, 빙수, 카페",79,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200715042935162_photo_1be7654ed76e.jpg
블루보틀 삼청점,삼청동,서울특별시 종로구 소격동 86,"라떼, 아메리카노, 카페",15,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210402054335252_photo_dba0cd1058af.jpg
프릳츠 원서점,삼청동,서울특별시 종로구 원서동 221-1,"아메리카노, 플랫화이트, 카페",15,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210317120151_photo1_f68a0699b1ff.jpg
우드앤브릭 재동점,삼청동,서울특별시 종로구 재동 5-2,"베이커리카페, 베이커리, 카페",64,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200214200504_photo1_a2e1b1990f36.jpg
호아드,삼청동,서울특별시 종로구 사간동 7,"아이스아메리카노, 카페, 카페라떼",32,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200714093546130_photo_76ba6a0beb55.jpg
그린마일커피,삼청동,서울특별시 종로구 가회동 11-49,"코코넛라떼, 딸기우유, 카페",19,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201004213555_photo1_PueNis1ySK8Q.jpg
티 테라피,삼청동,서울시 종로구 안국동 6-1,"연어덮밥, 카페, 한방카페",34,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200730114953_photo1_d965d59a4bab.jpg
별다방 미스리,삼청동,서울시 종로구 관훈동 144 2F,"떡볶이, 냄비빙수, 카페",27,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200921201806_photo1_0UoOZNlTenDO.jpg
아라리오 뮤지엄 인 스페이스,삼청동,서울특별시 종로구 원서동 219,"한식디저트, 카페",56,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52268/57501/52268_57501_85_0_436_2015921144359414_200x200.jpg
