cafe_name,location_name,full_address,main_food,like,image
몰리스팝스,합정,서울특별시 마포구 서교동 332-20,"아이스크림, 수제아이스크림, 카페",112,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191106073827_photo1_8RsIGJF5J4x0.jpg
무대륙,합정,서울특별시 마포구 합정동 357-7,"아이스초코, 카페",45,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210112084948952_photo_bTNflp2jT6Rz.jpg
안녕낯선사람,합정,서울특별시 마포구 서교동 398-9,"베트남커피, 카페, 카페라떼",117,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210402092338_photo3_63dcc316c40f.jpg
타이거슈가 홍대본점,합정,서울특별시 마포구 서교동 346-43,"흑당버블티, 밀크티, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201108013350_photo1_e310af3365cc.jpg
포비 베이직,합정,서울특별시 마포구 합정동 426-18,"베이글, 아메리카노, 카페",12,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210314124007645_photo_c10fa390751e.jpg
콜마인,합정,서울특별시 마포구 서교동 373-5,"아메리카노, 카페, 카페라떼",73,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201223061151_photo1_6b19a427bb94.jpg
테일러커피,합정,서울특별시 마포구 서교동 338-1 2층,"크림모카, 아이스아메리카노, 카페",13,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200531020807994_photo_febb7f765559.jpg
마담티라미수,합정,서울특별시 마포구 합정동 386-37,"티라미수, 아메리카노, 카페",11,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201105073629029_photo_ae8e9f9ecdc3.jpg
폴인 팬케이크,합정,서울특별시 마포구 서교동 342-11,"팬케이크, 아메리카노, 카페",36,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210214043812_photo1_4f19a4f9aee0.jpg
어반플랜트,합정,서울특별시 마포구 합정동 363-28,"아메리카노, 티라미수, 브런치카페",21,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210318062016_photo1_neElDH4dSr3a.jpg
키쉬미뇽,합정,서울특별시 마포구 서교동 394-16,"아메리카노, 타르트, 카페",7,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321103035361_photo_c10fa390751e.jpg
랑데자뷰,합정,서울특별시 마포구 서교동 339-5,"아메리카노, 아이스아메리카노, 카페",11,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210210120802_photo01_2608dc9c054a.jpg
마가렛리버,합정,서울특별시 마포구 합정동 412-1,"타르트, 카페, 카페라떼",67,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210124022433505_photo_3dcd82ae0d0e.jpg
앤트러사이트,합정,서울특별시 마포구 서교동 475-22,"드립커피, 카페",17,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210407023112_photo1_bb49b9b17e28.jpg
델 문도,합정,서울시 마포구 서교동 405-15 2F,"오야코동, 카페",34,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200626040020_photo1_b2943ef9b91e.jpg
아날로그가든,합정,서울특별시 마포구 서교동 446-58,"브런치, 아보카도, 브런치카페",27,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200805123841479_photo_3bcd18e14f3d.jpg
꾸머카페,합정,서울특별시 마포구 합정동 376-34,"아메리카노, 카페, 카페라떼",6,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201019121102_photo1_4dc136f992ed.jpg
고래상점,합정,서울특별시 마포구 서교동 401-7,"아메리카노, 카페, 카페라떼",45,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201011121637351_photo_280c89904ae1.jpg
최가커피 건대점,건대,서울시 광진구 화양동 11-33,"비엔나커피, 아메리카노, 카페",113,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200723111611079_photo_800334b0bbec.jpg
카페 아르무아,건대,서울특별시 광진구 화양동 5-32,"치즈케이크, 밀크티, 카페",23,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210305051441_photo1_6010310fd5ba.jpg
K375,건대,서울특별시 광진구 화양동 3-75,"아메리카노, 카페라떼, 카페",55,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191230042115_photo1_4uBLESlq4QwF.jpg
도쿄빙수,건대,서울특별시 광진구 화양동 10-2,"토마토빙수, 카페",37,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200804084122_photo1_23485fd79bf1.jpg
최가커피 자양동점,건대,서울특별시 광진구 자양동 625-15,"아메리카노, 카페, 카페라테",18,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190829014203_profile_photo1_4uBLESlq4QwF.jpg
인덱스,건대,서울특별시 광진구 자양동 17-1 커먼그라운드 3F,"북카페, 카페",3,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201130080656_photo3_3fa11ac565dd.jpg
LITE LANE,건대,서울특별시 광진구 자양동 17-1,"아메리카노, 아이스아메리카노, 카페",8,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200826102935234_photo_f769c663e6ec.jpg
꼬메노,건대,서울시 광진구 화양동 16-24,"쇼콜라, 아이스아메리카노, 카페",24,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210312122345_photo1_056f08206ec1.jpg
건대커피랩,건대,서울특별시 광진구 화양동 7-11 2층,"아메리카노, 카페, 디저트카페",19,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200714093433_photo1_7009821d2a8a.jpg
daughter,건대,서울특별시 광진구 화양동 11-17,"브런치카페, 브런치, 카페",5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200405083646057_photo_3ae87db83d02.jpg
카페드라이,건대,서울특별시 광진구 자양동 8-27,"아메리카노, 까눌레, 카페",8,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191111055103383_photo_f72ba5f2fe0d.jpg
카페 호이,건대,서울특별시 광진구 자양동 6-38 1층,"티라미수, 카페, 카페라떼",30,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200411081448_photo1_b2acd597bc8f.jpg
엔제리너스,건대,서울특별시 광진구 화양동 6-1,"에그마요, 젤리, 카페",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210220095226_photo1_bafb58e4aa35.jpg
칼레오 커피,건대,서울특별시 광진구 자양1동 226-42 1층,"카페라떼, 아이스카페모카, 카페",19,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_CYMERA_20190402_012853.jpg
밀피,건대,서울특별시 광진구 화양동 5-99,"밀크티, 카페, 카페라떼",6,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200301025654070_photo_312eead77f96.jpg
치즈팩토리,건대,서울특별시 광진구 화양동 5-100,"아메리카노, 카페, 카페라떼",55,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191001095607_photo1_52b47856dea3.jpg
감성다방,건대,서울특별시 광진구 화양동 94-7,"스파게티, 계란덮밥, 카페",36,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191107082355_photo1_6da16a2d49be.jpg
요거프레소,건대,서울특별시 광진구 화양동 507-2,"요거트아이스크림, 딸기, 카페",5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191001081748328_photo_f6dc1796f9a2.jpg
벨롱에스프레소,건대,서울특별시 광진구 화양동 110-40,"티라미수, 카페",50,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200315102303_photo1_5787f14c78b1.jpg
옥루몽 어린이대공원점,건대,서울특별시 광진구 화양동 111-124,"팥빙수, 카페",6,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200729120358_photo1_6be2820f3da2.jpg
스타벅스 성수낙낙점,건대,서울 성동구 성수동2가 281-18 성수SKV1 2동 1층 101~107호,"커피, 카페, 아이스카페모카",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201122044502372_photo_f231e53407bb.jpg
도레도레,건대,서울특별시 광진구 자양동 17-1 커먼그라운드,"무지개케이크, 케이크, 카페",163,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58204/59984/58204_59984_80_0_3958_201641410554488_200x200.jpg
홍콩다방 건대점,건대,서울특별시 광진구 화양동 33-3 1층,"홍콩와플, 다방, 카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210314094036_photo1_f6b6f07b001a.jpg
커피마켓,건대,서울시 광진구 화양동 3-71,"카페, 커피, 스터디카페",25,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190801014228_photo1_f72ba5f2fe0d.jpg
마우스래빗,건대,서울특별시 광진구 화양동 5-14,"아메리카노, 카페, 카페라떼",18,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190918114644_photo1_47cb4fc5c346.jpg
스타벅스 건국클래식점,건대,서울특별시 광진구 자양동 227-342,"티라떼, 그린티라떼, 카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210303220910_photo1_d91612ad5865.jpg
투썸플레이스 건대스타시티점,건대,서울특별시 광진구 자양동 227-342 더클래식500 1층,"케이크, 딸기, 카페",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191023025226_photo1_004f6e0229f8.jpg
카페 22,건대,서울특별시 광진구 화양동 11-22,"화덕피자, 피자, 카페",64,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200322070332_photo1_376ba920a933.jpg
온더볼륨,건대,서울특별시 광진구 화양동 495-23,"크림라떼, 카페",8,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191019071227_photo1_6ti1DKfuuYVT.jpg
레이니레인,건대,서울특별시 광진구 화양동 94-25,"치즈케이크, 카페, 카페라떼",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200113074114789_photo_d833c7be6e60.jpg
어니언,성수동,서울특별시 성동구 성수동2가 277-135,"팡도르, 아메리카노, 카페",422,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210412152755_photo1_gwMOA9twBJDG.jpg
대림창고,성수동,서울특별시 성동구 성수2가 322-32,"아메리카노, 맥주, 카페",444,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210218044517_photo1_oh0163F0r7iT.jpg
멜로워,성수동,서울특별시 성동구 성수동2가 333-94,"아메리카노, 당근케이크, 카페",84,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210416090139_photo2_f4bce8140339.jpg
자그마치,성수동,서울특별시 성동구 성수동2가 317-12,"아메리카노, 플랫화이트, 카페",173,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210402155718_photo0_FYDRVEcz5Z13.jpg
마를리,성수동,서울특별시 성동구 성수동2가 315-55,"밀크티, 아이스아메리카노, 카페",54,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210209154926_photo1_8f90b1365009.jpg
오르에르,성수동,서울특별시 성동구 성수동1가 16-39,"케이크, 플랫화이트, 카페",198,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210319023938_photo1_c160b0b86aa1.jpg
훔볼트,성수동,서울특별시 성동구 성수동2가 325-17,"팡도르, 아메리카노, 카페",71,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210303104503_photo1_dfc65d078dcd.jpg
글로우,성수동,서울특별시 성동구 성수동2가 277-24,"아메리카노, 까눌레, 카페",56,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210127082305_photo5_d941a360d943.jpg
카멜,성수동,서울특별시 성동구 성수동2가 570-1,"앙버터, 아이스아메리카노, 카페",45,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200126081505823_photo_2608dc9c054a.jpg
카페성수,성수동,서울시 성동구 성수동1가 668-30,"아메리카노, 밀크티, 카페",104,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210305053831_photo1_6010310fd5ba.jpg
커피식탁,성수동,서울특별시 성동구 성수동1가 656-1096 1층,"케이크, 커피, 카페",95,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191027060724179_photo_41af3676fc32.jpg
블루보틀 성수점,성수동,서울특별시 성동구 성수동1가 656-302,"아메리카노, 아이스아메리카노, 카페",17,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210417022630_photo1_306f913de407.jpg
로우 커피 스탠드,성수동,서울특별시 성동구 성수동1가 8-16,"아이스초코, 바닐라라떼, 카페",19,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210420150250_photo1_PueNis1ySK8Q.jpg
트와블루,성수동,서울특별시 성동구 성수동1가 685-383,"브런치카페, 브런치, 카페",85,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201003090838632_photo_c54bf6dd9936.jpg
오롯,성수동,서울특별시 성동구 성수동1가 13-428,"아메리카노, 아인슈페너, 브런치카페",37,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201103013939052_photo_c54bf6dd9936.jpg
센터커피,성수동,서울특별시 성동구 성수동1가 685-478,"아메리카노, 쑥라떼, 카페",42,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201116044141_photo1_3c7f0ebf723d.jpg
쎈느,성수동,서울시 성동구 성수동2가 314-2,"아메리카노, 아이스아메리카노, 카페",15,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210219030204012_photo_5107293c4280.jpg
메쉬커피,성수동,서울시 성동구 성수동1가 685-307,"카푸치노, 카페",18,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210125091004600_photo_75f91ab32ad3.jpg
카페 차,성수동,서울특별시 성동구 성수동1가 685-408,"달고나밀크티, 밀크티, 카페",12,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201206013706_photo1_3fa11ac565dd.jpg
빅토리아 베이커리,성수동,서울특별시 성동구 성수동1가 685-451,"도너츠, 케이크, 카페",8,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200727114906_photo1_6010310fd5ba.jpg
미아논나,성수동,서울 성동구 성수동2가 302-8 블루스톤타워 1041호,"샌드위치, 샌드위치카페, 카페",31,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210318104425_photo1_10ea07b18627.jpg
빵샘  뚝섬본점,성수동,서울 성동구 성수동1가 8-6,"아이스아메리카노, 카페, 베이커리카페",9,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201209084850_photo1_6f590beb5fea.jpg
체다앤올리,성수동,서울특별시 성동구 성수동1가 685-696,"샌드위치, 연어아보카도샐러드, 브런치카페",22,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210417021627_photo1_306f913de407.jpg
천상가옥,성수동,서울시 성동구 성수동2가 322-4 성수연방 3층,"아메리카노, 아이스아메리카노, 카페",11,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200621110917_photo1_12a30648e945.jpg
소소하게,성수동,서울특별시 성동구 성수1가1동 656-244,"아메리카노, 다쿠아즈, 카페",16,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200928084401430_photo_ac7b4daa4e93.jpg
할아버지공장,성수동,서울 성동구 성수동2가 309-133,"아메리카노, 콥샐러드, 카페",12,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210411052616_photo1_90b6d478811b.jpg
사이사,성수동,서울특별시 성동구 성수동1가 656-1004,"말차우유, 카페",13,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210209114440_photo03_2608dc9c054a.jpg
그레이트커피,성수동,서울특별시 성동구 성수동1가 685-324,"아이스티, 카페",7,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210327063941403_photo_5cc0847a607d.jpg
eert,성수동,서울특별시 성동구 성수동1가 685-417,"호지차, 카페, 디저트카페",9,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210205044344_photo1_bb49b9b17e28.jpg
도렐 육지3호점,성수동,서울특별시 성동구 성수동2가 314-12,"클라우드, 카페",10,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210418042029_photo1_a5c588dcba33.jpg
커피한약방,을지로,서울특별시 중구 을지로2가 101-34,"아메리카노, 카푸치노, 카페",444,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210324044453_photo1_c6208bdda351.jpg
호랑이,을지로,서울특별시 중구 산림동 207-2,"라떼, 후르츠산도, 카페",73,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201021101424_photo1_541eb04454fb.jpg
반쥴,을지로,서울특별시 종로구 관철동 12-16,"아메리카노, 비엔나커피, 카페",183,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321200556_photo6_bb7396123151.jpg
뎀셀브즈,을지로,서울특별시 종로구 관철동 28-3,"아메리카노, 샌드위치, 카페",193,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201204050338_photo02_556ba8c8bd14.jpg
호텔수선화,을지로,서울특별시 중구 을지로3가 302-18,"밀크티, 콜드브루, 카페",75,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201214023936_photo1_f24076932bcc.jpg
잔,을지로,서울특별시 중구 을지로3가 349-1,"아메리카노, 치즈케이크, 이색카페",37,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201130080904_photo1_3fa11ac565dd.jpg
분카샤,을지로,서울특별시 중구 을지로3가 302-2,"후르츠산도, 아메리카노, 카페",54,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201217010125_photo1_b7439ed19942.jpg
카페 마마스 시청점,을지로,서울특별시 중구 무교동 19,"파니니, 리코타치즈샐러드, 브런치카페",100,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210417050752_photo1_49cacd37483c.jpg
카페 마마스 센터원점,을지로,서울특별시 중구 수하동 67 미래에셋빌딩 1층,"파니니, 샌드위치, 브런치카페",124,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200624200411_photo1_bb7396123151.jpg
포엠,을지로,서울특별시 중구 명동2가 54-7,"파르페, 카페, 디저트카페",121,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210222092148470_photo_0c355c4fe535.jpg
페닌슐라,을지로,서울특별시 중구 소공동 1 롯데호텔 본관 1층,"딸기쥬스, 카페",19,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210414121659_photo1_93fea0d9f321.jpg
혜민당,을지로,서울특별시 중구 을지로2가 101-37,"타르트, 카페",11,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321012443_photo03_556ba8c8bd14.jpg
장프리고,을지로,서울특별시 중구 광희동2가 296,"카프레제, 이색카페, 카페",34,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210307060639229_photo_fe1650f3c430.jpg
카카오그린,을지로,서울특별시 중구 명동2가 51-3 3층,"초코빙수, 카페, 디저트카페",58,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200224040049118_photo_sdTm1I1minMx.jpg
클래직,을지로,서울특별시 중구 인현동2가 99-16,"아인슈페너, 플랫화이트, 카페",9,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201206054650_photo4_4fc94619a0e2.jpg
카페코인,을지로,서울특별시 중구 명동2가 54-20,"녹차빙수, 카페",13,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200820033707_photo1_b2943ef9b91e.jpg
북해빙수,을지로,서울특별시 중구 수표동 11-8,"우유빙수, 아인슈페너, 카페",9,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201010122408_photo1_a424a96149b9.jpg
섬광,을지로,서울시 중구 충무로4가 32-16 5층,"프렌치토스트, 와인바, 카페",9,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201130070706_photo1_3fa11ac565dd.jpg
을지빈,을지로,서울특별시 중구 을지로3가 296-6,"아메리카노, 치즈케이크, 카페",15,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201012081620_photo1_5f3a51b4b5f9.jpg
에쎄레젤라또,을지로,서울특별시 중구 명동2가 1-5,"젤라또, 카페, 카페라떼",12,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191011013228_photo1_1e6f74ab1497.jpg
태극당,을지로,서울특별시 중구 을지로1가 87 아트앤북 내,"모나카, 카페, 베이커리카페",4,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201007040502_photo1_c1b63d93c543.jpg
챔프커피,을지로,서울특별시 중구 산림동 207-2,"아이스아메리카노, 플랫화이트, 카페",6,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210326060742_photo1_f68a0699b1ff.jpg
앵글340,을지로,서울 종로구 장사동 182-2 3층,"커피, 카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210329074420_photo4_6f70d4a8a958.jpg
폴 바셋 을지로점,을지로,서울시 중구 수하동 66번지 1F (페럼타워 빌딩 1층),"아메리카노, 콜드브루, 아이스카페라떼",0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201223021327_photo1_7c270c63c7cf.jpg
스타벅스,을지로,서울특별시 중구 을지로1가 50,"초콜릿, 스시, 카페",3,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210205125010_photo1_b4733a28d8cf.jpg
적당,을지로,서울특별시 중구 을지로1가 87 1층,"카페, 이색카페, 디저트카페",12,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201102120825123_photo_529246d22f0f.jpg
타이거슈가 명동점,을지로,서울특별시 중구 명동1가 51,"흑당밀크티, 흑당버블티, 카페",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201012101037_photo1_128bd3420a2c.jpg
투피스,을지로,서울특별시 중구 을지로5가 76-1,"비엔나커피, 카페, 아이스카페라떼",36,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190613033713_photo1_9bc127ae007e.jpg
러시아 케익,을지로,서울 중구 광희동1가 134,"케이크, 카페, 러시아카페",7,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210322014137_photo1_b8c9c72e4d1e.jpg
루아르 커피 바 소공점,을지로,서울특별시 중구 소공동 79-2 로컬스티치내,"아이스아메리카노, 카페, 베이커리카페",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191221085715_photo1_eaa118f03351.jpg
패션파이브,한남동,서울특별시 용산구 한남동 729-74,"푸딩, 에끌레어, 카페",789,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210411053244312_photo_VEafuBttIPoZ.jpg
울프소셜클럽,한남동,서울특별시 용산구 한남동 795-2,"밀크티, 애플파이, 카페",46,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210208074625253_photo_ae9ee822d767.jpg
원인어밀리언,한남동,서울특별시 용산구 한남동 684-62,"아인슈페너, 카페, 디저트카페",213,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210301112431_photo1_b2a615e0bd84.jpg
올드페리도넛,한남동,서울특별시 용산구 한남동 727-21,"크림브륄레, 애플시나몬, 카페",49,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210414124029_photo1_219e611e4c2e.jpg
수르기,한남동,서울특별시 용산구 한남동 683-65,"디저트, 카페, 디저트카페",305,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200604173351_photo1_0UoOZNlTenDO.jpg
앤드커피랩 한남점,한남동,서울특별시 용산구 한남동 684-51,"몽블랑, 아메리카노, 카페",192,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200308121440_photo1_0bd291ff398f.jpg
MTL,한남동,서울특별시 용산구 한남동 743-8,"아이스아메리카노, 카페",40,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210411071801102_photo_06ea7b426a63.jpg
맥심플랜트,한남동,서울특별시 용산구 한남동 683-140,"아메리카노, 카페, 카페라떼",21,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210417095756860_photo_34e703c5dbe4.jpg
라라브레드 한남점,한남동,서울특별시 용산구 한남동 641-6,"페스츄리피자, 콥샐러드, 브런치카페",19,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210413020549_photo1_e1707a87f3ea.jpg
스튜디오 콘크리트,한남동,서울시 용산구 한남동 795-3,"갤러리카페, 스튜, 카페",98,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200503041116_photo1_yWq7n26CqVPd.jpg
사유,한남동,서울특별시 용산구 한남동 682-5,"아메리카노, 쇼콜라, 카페",16,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210214042916_photo1_a8c85fb2a352.jpg
딜리윗미,한남동,서울특별시 용산구 한남동 684-101,"몽블랑, 케이크, 카페",160,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200701021235_photo1_0UoOZNlTenDO.jpg
콜렉티보 커피,한남동,서울특별시 용산구 한남동 684-17,"아메리카노, 타르트, 카페",18,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200223014604866_photo_03f4004471bb.jpg
오아시스,한남동,서울특별시 용산구 한남동 745-10,"프렌치토스트, 브런치, 브런치카페",17,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210405061631_photo2_mm1F5kOrpCVI.jpg
미니마이즈,한남동,서울특별시 용산구 한남동 75-1 지하1층,"앙버터, 카페, 카페라떼",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201213180245_photo1_187523595553.jpg
카페 노티드 한남,한남동,서울특별시 용산구 한남동 684-77 2층,"도너츠, 카페, cafe",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210128124410_photo1_858419c1d86b.jpg
콰르텟 사운즈한남점,한남동,서울특별시 용산구 한남동 657-128 사운즈한남,"아메리카노, 스콘, 카페",11,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210324133543_photo1_8fa4eb99a476.jpg
HOPE,한남동,서울특별시 용산구 한남동 683-7,"케이크, 호프, 카페",11,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191130032200827_photo_ROIEHd5UhphT.jpg
라뜰리에,한남동,서울특별시 용산구 한남동 729-74,"브런치, 베이커리, 브런치카페",39,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210225121845726_photo_6bc3df3d53a0.jpg
오라라,한남동,서울특별시 용산구 한남동 683-8,"벌꿀, 카페, 카페라떼",5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201016034250917_photo_280c89904ae1.jpg
wet coffee,한남동,서울특별시 용산구 한남동 729-18 지하,"카페, 커피",2,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210414102905_photo3_15bed18bd4c2.jpg
