restaurant_name,location_name,full_address,main_food,like,image
중경소면관,건대,서울특별시 광진구 자양동 9-5 1층,"꽈배기, 소면",112,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190924120819_photo1_32e46c39c305.jpg
하이디라오 건대점,건대,서울특별시 광진구 화양동 4-20 스타시티 영존 A동 2F,훠궈전문,20,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210403034551_photo1_toYdocK1nsc8.jpg
소문난 성수 감자탕,성수동,서울특별시 성동구 성수2가3동 315-100,"감자탕, 볶음밥",385,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210307050936027_photo_0c8f0ee03560.jpg
어니언,성수동,서울특별시 성동구 성수동2가 277-135,"팡도르, 아메리카노",422,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210412152755_photo1_gwMOA9twBJDG.jpg
다로베,성수동,서울특별시 성동구 성수동1가 668-3,"피자, 레스토랑",162,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210407072035_photo1_323901db91a4.jpg
할머니의 레시피,성수동,서울특별시 성동구 성수동1가 668-108,"쌈밥정식, 고추장불고기",403,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210416051202_photo3_49cacd37483c.jpg
대림창고,성수동,서울특별시 성동구 성수2가 322-32,"아메리카노, 맥주",444,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210218044517_photo1_oh0163F0r7iT.jpg
멜로워,성수동,서울특별시 성동구 성수동2가 333-94,"아메리카노, 당근케이크",84,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210416090139_photo2_f4bce8140339.jpg
렁팡스,성수동,서울특별시 성동구 성수동2가 272-41,"파스타, 스테이크",234,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201224122254077_photo_25ca19551d0e.jpg
대성갈비,성수동,서울시 성동구 성수동1가 668-21,"돼지갈비, 냉면",473,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201111044306_photo1_f7c1425b9393.jpg
밀도,성수동,서울시 성동구 성수동1가 656-442,"식빵, 러스크",218,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201016120452_photo1_4d52555e9abf.jpg
소녀방앗간,성수동,서울특별시 성동구 성수동1가 668-35,"산나물밥, 제육볶음",210,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210404115422164_photo_15aff1843b38.jpg
윤경양식당,성수동,서울특별시 성동구 성수동1가 656-442 2층,"돈까스, 돈까스정식",257,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210223081549601_photo_c54bf6dd9936.jpg
뚝떡,성수동,서울특별시 성동구 성수동1가 668-41,"떡볶이, 만두튀김",234,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321171108_photo2_73c904dea5b7.jpg
비사벌 전주 콩나물국밥,성수동,서울특별시 성동구 성수동1가 656-448,"콩나물국밥, 모주",137,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200915065003_photo1_0a39235c8176.jpg
성수족발,성수동,서울시 성동구 성수동2가 289-273,족발,272,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210409110641324_photo_c845dff72267.jpg
자그마치,성수동,서울특별시 성동구 성수동2가 317-12,"아메리카노, 플랫화이트",173,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210402155718_photo0_FYDRVEcz5Z13.jpg
밀본,성수동,서울특별시 성동구 성수동2가 300-80,"칼국수, 군만두",94,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210418090013793_photo_3dcad45dc4b4.jpg
어메이징 브루잉 컴퍼니 성수점,성수동,서울특별시 성동구 성수동1가 27-12,수제맥주,195,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191126063116_photo1_5bc03e33d566.jpg
마를리,성수동,서울특별시 성동구 성수동2가 315-55,"밀크티, 아이스아메리카노",54,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210209154926_photo1_8f90b1365009.jpg
오르에르,성수동,서울특별시 성동구 성수동1가 16-39,"케이크, 플랫화이트",198,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210319023938_photo1_c160b0b86aa1.jpg
일미락,성수동,서울특별시 성동구 성수동1가 13-160,"삼겹살, 목살",128,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200614114801166_photo_76b25e31bdbd.jpg
하노이102,성수동,서울특별시 성동구 성수동1가 668-18,"쌀국수, 분짜",62,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210414022835_photo1_323901db91a4.jpg
서울숲누룽지통닭구이,성수동,서울특별시 성동구 성수동1가 656-940,"누룽지통닭, 콘치즈",68,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200729080912088_photo_76b25e31bdbd.jpg
팜티진쌀국수,성수동,서울특별시 성동구 성수동1가 656-3,"소고기쌀국수, 쌀국수",100,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210226031351_photo1_3eba1593b0b1.jpg
훔볼트,성수동,서울특별시 성동구 성수동2가 325-17,"팡도르, 아메리카노",71,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210303104503_photo1_dfc65d078dcd.jpg
누메로도스,성수동,서울특별시 성동구 성수동1가 656-1021,"가지그라탕, 마스카포네피자",57,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210303081903_photo1_6f590beb5fea.jpg
쏘마이피자,성수동,서울특별시 성동구 성수동1가 668-105,"스파게티, 타코피자",35,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201107094345_photo1_fe64c2fe7118.jpg
닭칼,성수동,서울특별시 성동구 성수동2가 301-4,"칼국수, 닭한마리",50,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201030091824_photo1_9e86fb8d20ea.jpg
버섯집,성수동,서울특별시 성동구 성수동1가 668-34,"버섯탕, 버섯불고기전골",75,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210204121113207_photo_15aff1843b38.jpg
글로우,성수동,서울특별시 성동구 성수동2가 277-24,"아메리카노, 까눌레",56,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210127082305_photo5_d941a360d943.jpg
우콘카레,성수동,서울특별시 성동구 성수동2가 328-17,"일본식카레, 카레",143,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200703104435_photo1_8ca0df680c27.jpg
명동교자 본점,을지로,서울특별시 중구 명동2가 25-2,"칼국수, 만두",1386,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210418113511_photo1_e5ca9fb9c466.jpg
우래옥 본점,을지로,서울특별시 중구 주교동 118-1,"평양냉면, 불고기",946,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210418071055589_photo_d1e3c3c07850.jpg
커피한약방,을지로,서울특별시 중구 을지로2가 101-34,"아메리카노, 카푸치노",444,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210324044453_photo1_c6208bdda351.jpg
을지면옥,을지로,서울특별시 중구 입정동 161,"냉면, 평양냉면",751,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210418072058983_photo_d1e3c3c07850.jpg
동원집,을지로,서울특별시 중구 을지로3가 96-2,"감자국, 순대국",628,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210328015700_photo3_1cYWzQZPebIq.jpg
산수갑산,을지로,서울특별시 중구 인현동1가 15-4,"순대국밥, 국밥",541,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210213175339_photo0_b3DDsiDJxXYE.jpg
사랑방칼국수,을지로,서울특별시 중구 충무로3가 23-1,"칼국수, 닭백숙",263,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201208015018392_photo_9c5a05505236.jpg
무교동 북어국집,을지로,서울특별시 중구 다동 173,"북어국, 북어해장국",341,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210330104130_photo2_d779f5dc2a98.jpg
은주정,을지로,서울특별시 중구 주교동 43-23,"김치찌개, 삼겹살",720,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210122102051003_photo_3cd1850a1ba7.jpg
황소고집,을지로,서울특별시 종로구 관철동 11-11,"고추장불고기, 불고기백반",738,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210414034122459_photo_0117bcbb6c7b.jpg
컨트리맨즈,을지로,서울특별시 종로구 관철동 11-14,"시카고피자, 토마토파스타",457,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210402054145_photo1_222c7343f723.jpg
평양면옥 본점,을지로,서울특별시 중구 장충동1가 26-14,"냉면, 만두",266,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210411090513_photo1_1f86fd0f3a30.jpg
평래옥,을지로,서울특별시 중구 저동2가 18-1,"평양냉면, 초계탕",360,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210411094304347_photo_681d7cf9a94f.jpg
명동교자 분점,을지로,서울특별시 중구 명동2가 33-4,"칼국수, 만두",136,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210410100603060_photo_7oVlih8S1sCT.jpg
황평집닭곰탕,을지로,서울시 중구 인현동2가 135-13,"닭무침, 닭곰탕",151,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210311120522_photo2_f7c1425b9393.jpg
오장동흥남집 본점,을지로,서울특별시 중구 오장동 101-7,비빔냉면,471,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210402051044310_photo_fabc48758b07.jpg
남포면옥 시청점,을지로,서울특별시 중구 다동 125,"냉면, 갈비탕",256,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200904053929_photo1_04a99cc1ecc2.jpg
이나니와 요스케 시청점,을지로,서울특별시 중구 을지로1가 192-11 재능빌딩 1층,"냉우동, 고로케",828,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210215044543_photo1_m2CBrnlDIdU1.jpg
원흥,을지로,서울특별시 중구 다동 92,"짬뽕, 고기튀김",416,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210204113258297_photo_0caf5de8a3e4.jpg
만선호프,을지로,서울특별시 중구 을지로3가 95-1,"노가리, 마늘치킨",103,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210408115838_photo2_0557f756283a.jpg
호랑이,을지로,서울특별시 중구 산림동 207-2,"라떼, 후르츠산도",73,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201021101424_photo1_541eb04454fb.jpg
양미옥,을지로,서울특별시 중구 을지로3가 161,"대창, 곱창",205,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201115095612_photo1_d0aae9ecf5e6.jpg
청키면가 무교점,을지로,서울특별시 중구 다동 58-1,"완탕면, 볶음밥",478,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210402052212986_photo_fabc48758b07.jpg
에머이 종각점,을지로,서울특별시 종로구 관철동 16-9,"쌀국수, 분짜",370,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200930102317_photo1_a424a96149b9.jpg
안즈 을지로점,을지로,서울특별시 중구 수하동 66번지 페럼타워 빌딩 지하 1층,"돈카츠, 돈까스",194,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201121032520_photo1_77513f8dd560.jpg
안동장,을지로,서울특별시 중구 을지로3가 315-18,"굴짬뽕, 탕수육",215,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210410095457294_photo_7oVlih8S1sCT.jpg
싱싱해물나라,을지로,서울시 종로구 관철동 11-2 2층,"고등어회, 갈치회",250,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191225025605_photo1_dLSRBYC4dbni.jpg
반쥴,을지로,서울특별시 종로구 관철동 12-16,"아메리카노, 비엔나커피",183,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321200556_photo6_bb7396123151.jpg
샤이바나,을지로,서울특별시 중구 무교동 97,"스파게티, 코울슬로",229,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210211055949_photo1_c97eb69f6be8.jpg
미성옥,을지로,서울특별시 중구 명동1가 54-5,"설렁탕, 곰탕",187,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201216114545_photo1_AnMVavwD8JFa.jpg
다운타우너 한남점,한남동,서울특별시 용산구 한남동 683-63,"아보카도버거, 프라이즈",1053,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210323113301698_photo_7a8b75f6c653.jpg
패션파이브,한남동,서울특별시 용산구 한남동 729-74,"푸딩, 에끌레어",789,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210411053244312_photo_VEafuBttIPoZ.jpg
부자피자 1호점,한남동,서울특별시 용산구 한남동 743-33,"깔조네, 피자",944,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210207093604917_photo_e60ebba31261.jpg
라페름,한남동,서울특별시 용산구 한남동 683-8,"치킨스테이크, 아보카도샐러드",317,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210403090837024_photo_hkRAhLEW5gil.jpg
자리,한남동,서울특별시 용산구 한남동 682-22,"목화솜탕수육, 짬뽕",509,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201020054806_photo1_323a76da8d76.jpg
한방통닭구이,한남동,서울특별시 용산구 한남동 618-6,"한방통닭, 바베큐양념구이",193,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201127080223_photo1_b67390846121.jpg
앤트러사이트 한남점,한남동,서울특별시 용산구 한남동 683-142,"아메리카노, 카페라떼",247,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210208081823_photo3_7ec459740b53.jpg
바다식당,한남동,서울특별시 용산구 한남동 743-7,"존슨탕, 소시지",897,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210227073508842_photo_5f0671f2e657.jpg
마렘마,한남동,서울특별시 용산구 한남동 739-17,"밀크리조또, 스테이크",366,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200624081308124_photo_7a8b75f6c653.jpg
울프소셜클럽,한남동,서울특별시 용산구 한남동 795-2,"밀크티, 애플파이",46,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210208074625253_photo_ae9ee822d767.jpg
라운드어바웃 한남점,한남동,서울특별시 용산구 한남동 739-4,오므라이스,434,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210225035815_photo1_128bd3420a2c.jpg
소이연남 한남점,한남동,서울특별시 용산구 한남동 31-5 리플레이스 한남 C동 2층,"소고기국수, 쌀국수",97,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210102114759_photo1_128bd3420a2c.jpg
빠르크,한남동,서울특별시 용산구 한남동 743-1 2층,"송이구이, 한식",286,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200320100053271_photo_280c89904ae1.jpg
부자피자 2호점,한남동,서울특별시 용산구 한남동 740-1,"피자, 마르게리따",247,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210207095539807_photo_e60ebba31261.jpg
이태원우육미엔,한남동,서울특별시 용산구 한남동 741-17,"꿔바로우, 탄탄면",100,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210420112900661_photo_5cc0847a607d.jpg
한남북엇국,한남동,서울특별시 용산구 한남동 73-2,"북엇국, 육전",122,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200216095732_photo1_2483f18cd56e.jpg
윤세영식당,한남동,서울특별시 용산구 한남동 795-1,파스타,308,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200405113754511_photo_rkxWSJDlYpPR.jpg
기다스시 이태원점,한남동,서울특별시 용산구 한남동 683-125,"초밥, 스시",251,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201104125130_photo02_febb7f765559.jpg
멘야산다이메 이태원점,한남동,서울특별시 용산구 한남동 736-11 2층,"교자, 라멘",256,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191228073954_photo1_10ea07b18627.jpg
나리의집,한남동,서울특별시 용산구 한남동 738-24,"삼겹살, 냉동삼겹살",255,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210404065300_photo2_06d69fb0c864.jpg
원인어밀리언,한남동,서울특별시 용산구 한남동 684-62,아인슈페너,213,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210301112431_photo1_b2a615e0bd84.jpg
세미계,한남동,서울특별시 용산구 한남동 653-95,"볶음밥, 닭목살",109,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210324133322_photo1_8fa4eb99a476.jpg
샐러드셀러,한남동,서울특별시 용산구 한남동 684-24,"샌드위치, 아보카도샐러드",126,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201014040630_photo02_febb7f765559.jpg
탭퍼블릭,한남동,서울특별시 용산구 한남동 683-141,"버거, 치킨",66,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210125112656_photo1_0557f756283a.jpg
올드페리도넛,한남동,서울특별시 용산구 한남동 727-21,"크림브륄레, 애플시나몬",49,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210414124029_photo1_219e611e4c2e.jpg
강가네맷돌빈대떡,한남동,서울특별시 용산구 한남동 641-9,"감자전, 새우전",53,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201210075144_photo1_a424a96149b9.jpg
오월의 종,한남동,서울시 용산구 한남동 737-2 1F (백목빌딩 1층),바게트,123,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201213080233704_photo_3ODG9KKU1LCg.jpg
바바라스 키친,한남동,서울시 용산구 한남동 685-13,"짜장떡볶이, 바지락찜",166,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210418061603_photo2_b6cd53e8edbb.jpg
수르기,한남동,서울특별시 용산구 한남동 683-65,"디저트, 카페",305,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200604173351_photo1_0UoOZNlTenDO.jpg
앤드커피랩 한남점,한남동,서울특별시 용산구 한남동 684-51,"몽블랑, 아메리카노",192,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200308121440_photo1_0bd291ff398f.jpg
진주집,여의도,서울특별시 영등포구 여의도동 36-2 여의도백화점 지하1층,"콩국수, 비빔국수",824,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210420220644_photo1_8e68deea3142.jpg
정인면옥,여의도,서울특별시 영등포구 여의도동 13-1 기독교침례회총회빌딩 1층,"평양냉면, 물냉면",359,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210411021348860_photo_30315f45c3f7.jpg
세상의모든아침,여의도,서울특별시 영등포구 여의도동 28-1 전경련회관 50층,"리조또, 파스타",579,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210414050439544_photo_7ad8692ea75e.jpg
희정식당,여의도,서울특별시 영등포구 여의도동 21-3,"부대찌개, 티본스테이크",455,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210326123928_photo2_e3RM93Amxk3j.jpg
가양 칼국수,여의도,서울특별시 영등포구 여의도동 43-3 B1F (홍우빌딩 지하 1층),"버섯매운탕, 버섯칼국수",149,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210329160022_photo0_WolC7kH1KJFk.jpg
서궁,여의도,서울특별시 영등포구 여의도동 43-4 롯데캐슬아이비 지하,"탕수육, 군만두",254,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201223070929_photo1_09e689570282.jpg
다미,여의도,서울특별시 영등포구 여의도동 36-4 오륜빌딩 1층,"생선구이, 메로구이",290,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200930070749566_photo_tWPMh0i8m0ba.jpg
온더보더 여의도IFC점,여의도,서울특별시 영등포구 여의도동 23 IFC몰 지하 3층,"퀘사디아, 화이타",143,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210213125054_photo1_7ab0db04bd2b.jpg
하동관 여의도직영1호점,여의도,서울특별시 영등포구 여의도동 15-24,곰탕,230,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201113111249670_photo_AHrerzb52XzP.jpg
바스버거,여의도,서울특별시 영등포구 여의도동 24-1,하와이안버거,75,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210414063753_photo1_04a99cc1ecc2.jpg
별미볶음점,여의도,서울특별시 영등포구 여의도동 36-2,제육직화,72,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201026083521_photo1_3b4aadf8a61f.jpg
사대부집곳간,여의도,서울특별시 영등포구 여의도동 28-1 전경련회관 51층,"반상, 한식뷔페",134,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210317092153420_photo_57d1b24a423a.jpg
야마야,여의도,서울특별시 영등포구 여의도동 23-3,"모츠나베, 닭튀김",71,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210317030521_photo3_6f70d4a8a958.jpg
창고43 본점1관,여의도,서울특별시 영등포구 여의도동 36-2,"깍두기볶음밥, 한우",84,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321071945370_menu_lO42nCLtVuhF.jpg
콘래드서울 37그릴앤바,여의도,서울특별시 영등포구 여의도동 23 서울 국제금융 센터 37층,"레스토랑, 애프터눈티",107,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201015053821_photo1_b7439ed19942.jpg
구아이,여의도,서울특별시 영등포구 여의도동 44-14,"화로구이, 소고기",119,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200618015717_photo1_1445dc7090a0.jpg
버티고,여의도,서울특별시 영등포구 여의도동 23-1 콘래드 서울 9층,"루프탑바, 맥주",94,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210406123208_photo1_0b29fec39401.jpg
제일제면소 여의도IFC점,여의도,서울특별시 영등포구 여의도동 23 IFC몰 지하 3층,잔치국수,89,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210312053823_photo2_7ab0db04bd2b.jpg
63뷔페 파빌리온,여의도,서울 영등포구 여의도동 60 한화금융센터63,뷔페,23,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201024120004_photo1_222c7343f723.jpg
진진,여의도,서울시 영등포구 여의도동 36-4 3F (오륜빌딩 3층),녹두빈대떡,31,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210407173539_photo1_PueNis1ySK8Q.jpg
소호정 여의도점,여의도,서울특별시 영등포구 여의도동 13,"국시, 안동국시",66,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191227023457_photo1_00e57be1f102.jpg
고봉삼계탕,여의도,서울특별시 영등포구 여의도동 13-16,"한방삼계탕, 상황삼계탕",40,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210131030919088_photo_ROIEHd5UhphT.jpg
피그인더가든,여의도,서울특별시 영등포구 여의도동 23-5 한화손해보험빌딩,"샐러드, 연어포케",33,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210301074515566_photo_bbfbc9cb2794.jpg
워킹온더클라우드,여의도,서울특별시 영등포구 여의도동 60 63빌딩 59층,"레스토랑, 클라우드",57,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201227104037_photo1_UO8EHiU3z5Bn.jpg
브루클린 더 버거 조인트 여의도점,여의도,서울특별시 영등포구 여의도동 23-10 1층,"치즈버거, 감자튀김",7,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210407065644_photo1_abebb0d05210.jpg
커피기업,여의도,서울시 영등포구 여의도동 13-25 정우빌딩 1층 13호,"비엔나커피, 커피",26,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201016041331_photo1_5fd250407132.jpg
화목순대국,여의도,서울시 영등포구 여의도동 44-14 1F (경도상가 1층),"순대국, 내장탕",71,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210329123734887_photo_af42c476bd07.jpg
에덴식당,여의도,서울특별시 영등포구 여의도동 36,"청국장, 산나물",52,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210406111104277_photo_dE2Lvni1pX5E.jpg
올라 여의도KBS점,여의도,서울시 영등포구 여의도동 17 더샵아일랜드파크 1층,"리조또, 파스타",69,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210124112309250_photo_jXY9687b063W.jpg
아비꼬 여의도IFC점,여의도,서울특별시 영등포구 여의도동 23 IFC몰 지하 3층,"카레라이스, 카레",79,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200516084142_photo1_a70c16cb4692.jpg
진미평양냉면,논현동,서울특별시 강남구 논현동 115-10,"평양냉면, 냉면",336,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210316102708_photo1_aff1750cca20.jpg
대가방,논현동,서울특별시 강남구 논현동 99-7,"탕수육, 새우볶음밥",433,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201121102055521_photo_4efeb7c4cefc.jpg
김수사,논현동,서울특별시 강남구 논현동 4-19 혜정빌딩 1층,스시오마카세,548,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210128032459050_photo_958b27cde044.jpg
평양면옥 논현점,논현동,서울특별시 강남구 논현동 66-2,"평양냉면, 냉면",138,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210419123935046_photo_rkxWSJDlYpPR.jpg
136길 육미,논현동,서울특별시 강남구 논현동 107-34,"메밀김밥, 가마솥밥",114,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201115113232_photo1_u1Gbho0o5xhZ.jpg
밍글스,논현동,서울특별시 강남구 논현동 94-9 더채플웨딩홀 1층,디너코스,207,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200514105621989_photo_1846b867cb57.jpg
리북집,논현동,서울특별시 강남구 논현동 163-4,"족발, 쟁반국수",197,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210301010459515_photo_c10fa390751e.jpg
홍명,논현동,서울특별시 강남구 논현동 37-9,"간짜장, 난자완스",267,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210203104824_photo1_AnMVavwD8JFa.jpg
배꼽집,논현동,서울특별시 강남구 논현동 140-3,평양냉면,285,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200806014628881_photo_8deb47992d25.jpg
슈퍼집,논현동,서울특별시 강남구 논현동 246-1,"떡볶이, 마늘떡볶이",237,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210116071105706_photo_fe1650f3c430.jpg
