restaurant_name,location_name,full_address,main_food,like,image
빌즈,잠실,서울시 송파구 신천동 29 제2롯데월드 쇼핑몰 1층,"케이크, 팬케이크",248,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210405163751_photo0_ySeF7W4T4zAr.jpg
온더보더,잠실,서울시 송파구 신천동 29 제2롯데월드 쇼핑몰 6층,"퀘사디아, 화이타",81,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210214171800_photo1_pWpyRZAUvccH.jpg
바이킹스워프,잠실,서울특별시 송파구 신천동 29 제2롯데월드 쇼핑몰 4층,"뷔페, 랍스터",243,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210404083121_photo1_14630a8a7d97.jpg
그리지하우스,잠실,서울특별시 송파구 송파동 8-11,"베이컨, 함박스테이크",192,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210304082732877_photo_981262810032.jpg
청화초밥,잠실,서울특별시 송파구 방이동 69-9,"조기구이, 초밥",141,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210418135709_photo1_b7439ed19942.jpg
미타우동,잠실,서울특별시 송파구 삼전동 3-1 1층,카케우동,179,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210117113250_photo1_ebA8OToEL5QH.jpg
디트로네,잠실,서울특별시 송파구 송파동 7-1,"아메리카노, 아인슈페너",118,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210107064130_photo1_3fbc29ab824e.jpg
큰손닭한마리,잠실,서울특별시 송파구 잠실본동 183-5,닭한마리,96,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201121023332546_photo_586ced7692a5.jpg
삼방매,잠실,서울특별시 송파구 송파동 39-3,"돈코츠라멘, 차슈덮밥",124,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201231115638_photo1_qmxTqMv91nmc.jpg
피에프창,잠실,서울시 송파구 신천동 29 제2롯데월드 쇼핑몰 5층,"몽골리안비프, 쉬림프",160,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210417091329_menu1_06d69fb0c864.jpg
다운타우너,잠실,서울특별시 송파구 송파동 46-4,"아보카도버거, 프라이즈",61,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210413090019_photo02_6fe64e9fc512.jpg
군산오징어,잠실,서울특별시 송파구 잠실동 190-10,"오삼불고기, 오징어튀김",105,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210408230918_photo1_d46c1ef4629e.jpg
갓덴스시,잠실,서울특별시 송파구 신천동 29,"회전초밥, 초밥",105,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201215065352_photo1_4ce0d8546800.jpg
해주냉면 본점,잠실,서울시 송파구 잠실동 195-9,"비빔냉면, 물냉면",163,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210401025214_photo1_b4762f00408c.jpg
육화식당,잠실,서울특별시 송파구 방이동 70,"목살, 삼겹살",43,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201130020904_photo1_7f90f8277863.jpg
바토스,잠실,서울특별시 송파구 잠실동 40-1 롯데백화점잠실점 B1,"타코, 김치프라이즈",193,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210303105344_photo1_577e7ed4211d.jpg
돈까스의 집,잠실,서울시 송파구 삼전동 1-3 아카데미 빌딩 1층,"돈까스, 돈까스정식",81,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200921121843_photo1_yWq7n26CqVPd.jpg
새벽집,청담,서울특별시 강남구 청담동 129-10,"육회비빔밥, 갈비탕",854,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200617121021_photo1_4190537b5b1e.jpg
정식당,청담,서울특별시 강남구 청담동 83-24,"런치코스, 코스요리",328,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201105045212_photo1_3287b9902976.jpg
울프강 스테이크하우스,청담,서울특별시 강남구 청담동 89-6,스테이크,383,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210226091243188_photo_CsKJqo3dVYeN.jpg
톡톡,청담,서울시 강남구 청담동 69-5 리유빌딩 3층,"트러플파스타, 레스토랑",483,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210410030314_photo1_94ecf3cdea70.jpg
트리아농,청담,서울특별시 강남구 청담동 26-5,애프터눈티세트,163,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210205105945_photo1_b4733a28d8cf.jpg
현대정육식당,청담,서울시 강남구 청담동 1-25,"김치찌개, 삼겹살",206,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210130122251494_photo_QGoV43fH37Pu.jpg
주옥,청담,서울특별시 강남구 청담동 18-3,"런치코스, 저녁코스",127,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210303171240_photo1_d0f2e47466e8.jpg
피양옥,청담,서울특별시 강남구 청담동 32-6,"물냉면, 평양냉면",52,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210311221058_photo1_FoyIWxPxct8g.jpg
기욤 청담점,청담,서울특별시 강남구 청담동 88-38,"마카롱, 아이스아메리카노",95,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201129114321_photo1_zBUc3V2M2OCt.jpg
갓포아키 청담점,청담,서울특별시 강남구 청담동 83-1,"후토마키, 갓포요리",165,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200131075245_photo1_c05d434a2c99.jpg
보트르메종,청담,서울특별시 강남구 청담동 3,"푸아그라, 프렌치레스토랑",121,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20171202040111_photo1_v7ueN3fIzBzB.jpg
티컬렉티브,청담,서울특별시 강남구 청담동 90-20,밀크티,45,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200722124319_photo1_a6c7a704a1f6.jpg
코지마,청담,서울특별시 강남구 청담동 89-17 분더샵청담점 A동 6층,"오마카세, 스시",160,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52668/54139/52668_54139_80_0_1273_2016414102145285_200x200.jpg
중식당 청담,청담,서울특별시 강남구 청담동 7-12,짬뽕,65,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190705043949_photo1_1d1dc6823e8f.jpg
삼성원조양곱창,청담,서울시 강남구 청담동 133-6 1F (승창빌딩 1층),"곱창, 양곱창",137,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200203112123_photo1_ebA8OToEL5QH.jpg
볼트 스테이크하우스,청담,서울특별시 강남구 청담동 95-15,"스테이크, 티본스테이크",108,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210129125012_photo1_858419c1d86b.jpg
파파호 본점,청담,서울시 강남구 청담동 68-19 1F (리버뷰 오피스텔 1층),"쌀국수, 볶음밥",50,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210402080032_photo1_a555f5542224.jpg
스시 효 청담점,청담,서울특별시 강남구 청담동 21-16,"스시, 오마카세",158,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190901100541771_photo_mubon5fECrp2.jpg
마녀김밥,청담,서울특별시 강남구 청담동 124-11,김밥,61,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210314123506_photo1_360c03be4b33.jpg
스시코우지,청담,서울특별시 강남구 청담동 1-1 퍼스츠빌딩 2층,"오마카세, 스시",195,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20170820123832308_photo0_aEP8GbuiK3Be.jpg
버터핑거 팬케익스 청담동점,청담,서울시 강남구 청담동 88-9,"팬케이크, 프렌치토스트",97,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201129115340_photo1_zBUc3V2M2OCt.jpg
오아시스,청담,서울특별시 강남구 청담동 88-5,"에그베네딕트, 프렌치토스트",153,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201023001508_photo1_d7d578b999f9.jpg
오통영 청담점,청담,서울특별시 강남구 청담동 88 한나빌딩 지하2층,"전복무쇠솥밥, 무쇠솥밥",160,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190905042214269_photo_681d7cf9a94f.jpg
호무랑,청담,서울특별시 강남구 청담동 4-1 SSG 푸드마켓 1F,"청어소바, 소바",132,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210223054914_photo5_0b29fec39401.jpg
뜨락,청담,서울시 강남구 청담동 130-13,"등심, 된장찌개",121,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200604074231_photo1_73c904dea5b7.jpg
청담골,청담,서울시 강남구 청담동 19-17,"백반, 고등어구이",205,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200802051006_photo1_c30a52f06d36.jpg
도쿄등심,청담,서울특별시 강남구 청담동 117-10,"한우오마카세, 등심",78,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191004020703_photo1_84c32705a85d.jpg
몽중헌 청담점,청담,서울시 강남구 청담동 100-6,"소룡포, 딤섬",81,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210404023115232_photo_.jpg
페어링룸,청담,서울특별시 강남구 청담동 117-12,"파스타, 라자냐",66,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210411032201_photo1_ebA8OToEL5QH.jpg
메종드라 카테고리,청담,서울특별시 강남구 청담동 85,케이크,75,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201230114415540_photo_2232f558b6c9.jpg
다운타우너 청담점,압구정,서울특별시 강남구 신사동 666-25,"아보카도버거, 프라이즈",208,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210326013706_photo1_4d9a5f640a15.jpg
리틀넥,압구정,서울특별시 강남구 신사동 653-7,"스테이크, 라자냐",455,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210411103838_menu1_219e611e4c2e.jpg
한추,압구정,서울특별시 강남구 신사동 549-9,"고추튀김, 떡볶이",477,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210417103938_photo1_4f29965b2826.jpg
아우어베이커리 도산본점,압구정,서울특별시 강남구 신사동 648-15,"크로와상, 밀크티",205,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210125012747_photo02_d91612ad5865.jpg
카페 노티드,압구정,서울특별시 강남구 신사동 654-9,"도넛, 아메리카노",90,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210314112253_photo1_c5c35d2fa8e7.jpg
더키친 살바토레 쿠오모 압구정점,압구정,서울특별시 강남구 신사동 646-2 영안빌딩 1층,"파스타, 피자",496,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201020050555_photo1_b2e793a1d095.jpg
이치에,압구정,서울특별시 강남구 신사동 656-7 2층,이자카야,364,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200805024411801_photo_QGoV43fH37Pu.jpg
멜팅샵 신사점,압구정,서울특별시 강남구 신사동 647-19,"파스타, 리조또",527,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210320020901923_photo_f444be07ce57.jpg
뱃고동 본점,압구정,서울시 강남구 신사동 663,"오징어튀김, 볶음밥",161,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210409103627_photo1_bb003c580b4d.jpg
압구정 하루,압구정,서울시 강남구 신사동 663-9,"냉모밀, 돈까스",117,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210108034918_photo1_4d9a5f640a15.jpg
겟썸커피,압구정,서울특별시 강남구 신사동 551-32,"스콘, 아이스아메리카노",244,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210416112532_photo1_bb49b9b17e28.jpg
한일관 압구정점,압구정,서울특별시 강남구 신사동 619-4,"불고기, 갈비탕",248,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200516021026_photo1_a4b3447eaeb0.jpg
두레국수,압구정,서울특별시 강남구 신사동 626-79,곱창전골,274,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200520111157_photo1_c6da86856e54.jpg
지구당,압구정,서울특별시 강남구 신사동 546-20,"규동, 텐동",300,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201220092509_photo1_4f29965b2826.jpg
에이블,압구정,서울특별시 강남구 신사동 547-6 2층,"에그베네딕트, 아메리카노",221,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201029095818269_photo_4e25a1bf375c.jpg
도산분식,압구정,서울특별시 강남구 신사동 652-7,"떡볶이, 비빔면",67,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201008092623_photo1_44c63a83e8de.jpg
저스트 스테이크,압구정,서울특별시 강남구 신사동 631-16,"티본스테이크, 볼로네제",178,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200601082247547_photo_OrWWNBDkrzXG.jpg
세시셀라 도산공원점,압구정,서울시 강남구 신사동 651-4 삼경빌딩 1층,"당근케이크, 당근케익",70,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200927025701_photo1_fe64c2fe7118.jpg
쉑쉑버거 청담점,압구정,서울특별시 강남구 신사동 652-16 SGF청담타워 1층,"치즈프라이, 밀크쉐이크",27,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210417115959597_photo_rLWyGnzqKeAW.jpg
일일향 1호점,압구정,서울특별시 강남구 신사동 601-3 동우빌딩 1층,"탕수육, 어향동고",222,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228042538_photo1_6be2820f3da2.jpg
산동교자관,압구정,서울시 강남구 신사동 615,"군만두, 물만두",109,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200813090600432_photo_QGoV43fH37Pu.jpg
만두집,압구정,서울특별시 강남구 신사동 661-1,"만두국, 만둣국",166,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201127103234813_photo_QGoV43fH37Pu.jpg
우유니아이스크림,압구정,서울특별시 강남구 신사동 529-6,아이스크림,46,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210413033604701_photo_57d74562f60f.jpg
파씨오네,압구정,서울특별시 강남구 신사동 646-23 2층,디너코스,98,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210413124410_photo1_b6cd53e8edbb.jpg
킹콩 스테이크,압구정,서울시 강남구 신사동 550-1,"스테이크, 파스타",219,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210401025730_photo1_JNKBfw5EbtCx.jpg
르알래스카 가로수길점,압구정,서울특별시 강남구 신사동 550-22,"빵, 빵집",255,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201026092240_photo1_VQqJSCTzFQ7q.jpg
볼피노,압구정,서울특별시 강남구 신사동 650-12,"우니파스타, 파스타",109,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191005025252600_photo_mubon5fECrp2.jpg
맘마미아,압구정,서울특별시 강남구 신사동 645-26,"아메리카노, 아이스아메리카노",17,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210327111137_photo3_4kDrfjm387I4.jpg
압구정공주떡,압구정,서울시 강남구 신사동 569-31,인절미,42,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210402115917330_photo_rkxWSJDlYpPR.jpg
카츠 바이 콘반,압구정,서울특별시 강남구 신사동 647-22,히레카츠,48,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201206080031_photo1_WTZ3a2011JHU.jpg
오레노라멘,합정,서울특별시 마포구 합정동 361-1,"시오라멘, 쇼유라멘",265,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210417074253_photo1_6da16a2d49be.jpg
우동 카덴,합정,서울특별시 마포구 서교동 391-5,"붓카케우동, 에비마요",1136,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201124022428_photo1_6ecc061b92b7.jpg
윤씨밀방,합정,서울특별시 마포구 서교동 411-6,"함박스테이크, 투움바파스타",2126,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210207123212_photo1_71e456e3394c.jpg
옥동식,합정,서울특별시 마포구 서교동 385-6,"돼지곰탕, 돼지국밥",325,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210330084841_photo1_5b502b20f463.jpg
잇텐고,합정,서울특별시 마포구 합정동 396-14,"바질라멘, 차슈동",433,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210202014903423_photo_AHrerzb52XzP.jpg
크레이지카츠,합정,서울특별시 마포구 합정동 391-5,"히레카츠, 로스카츠",189,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210409053636_photo2_sDx6WTa5eIa7.jpg
피오니,합정,서울특별시 마포구 서교동 408-8,"딸기케이크, 케이크",1159,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210324022101_photo2_c6208bdda351.jpg
프리모 바치오바치 홍대본점,합정,서울특별시 마포구 서교동 346-47 2층,"빠네, 그라탕",730,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200711105454_photo1_3ffaa7b0514c.jpg
무라 1호점,합정,서울특별시 마포구 서교동 411-15,"냉라멘, 연어덮밥",609,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210306054947_photo4_XLfDdxht9OvI.jpg
감성타코,합정,서울특별시 마포구 서교동 358-121,"파히타, 퀘사디아",252,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210406052932_photo1_b69042a34009.jpg
이치류 홍대본점,합정,서울특별시 마포구 서교동 395-124,"양갈비, 살치살",510,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201026084819_photo1_m2CBrnlDIdU1.jpg
미담진족,합정,서울특별시 마포구 서교동 395-20,"오향족발, 보쌈",882,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200619033749030_photo_280c89904ae1.jpg
빌리프커피,합정,서울특별시 마포구 서교동 384-3,"아메리카노, 마카롱",363,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210404095207768_photo_69a4d315d09f.jpg
아오이토리,합정,서울특별시 마포구 서교동 327-17,"야끼소바빵, 메론빵",427,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210418222722_photo1_a55f467e3889.jpg
소년식당,합정,서울특별시 마포구 서교동 333-11,"간장새우덮밥, 간장새우밥",416,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210325024316912_photo_4e2ac52b2b6d.jpg
교다이야,합정,서울특별시 마포구 합정동 370-8,"붓카케우동, 우동정식",362,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210124024827908_photo_3dcd82ae0d0e.jpg
진진,합정,서울특별시 마포구 서교동 469-67,"멘보샤, 어향가지",548,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228013505_photo1_abebb0d05210.jpg
콜린,합정,서울특별시 마포구 서교동 403-13,"아이스아메리카노, 아메리카노",180,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201205015459_photo1_f7b7bc9f7ef0.jpg
은행골,합정,서울특별시 마포구 서교동 409-14,"연어초밥, 도로초밥",182,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201121013713_photo1_6ecc061b92b7.jpg
홍마떡,합정,서울특별시 마포구 서교동 355-25,"마늘떡볶이, 떡볶이",259,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201223081139_photo1_09e689570282.jpg
스파카 나폴리,합정,서울시 마포구 합정동 413-2 2F,"마르게리타, 마르게리따",393,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210327073657794_photo_c10fa390751e.jpg
진만두,합정,서울특별시 마포구 서교동 327-22,샤오롱바오,183,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201007102103_photo1_oB7Vhsap7vlD.jpg
미나리식당,합정,서울특별시 마포구 서교동 366-14,"고추장불백, 미나리",372,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201123120357_photo1_a55f467e3889.jpg
가미우동 서교점,합정,서울시 마포구 서교동 346-31,"우동, 닭튀김",156,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201210052730_photo1_8bkciUDub3m6.jpg
혼가츠,합정,서울특별시 마포구 서교동 358-49 102호,"치즈까스, 치즈돈까스",891,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200820052456_photo1_22f761d7a419.jpg
젤라띠 젤라띠,합정,서울특별시 마포구 서교동 407-8,"젤라또아이스크림, 젤라또",253,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210220060231685_photo_ae9ee822d767.jpg
동무밥상,합정,서울특별시 마포구 합정동 381-64,"찐만두, 평양냉면",285,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210417122534_photo1_neElDH4dSr3a.jpg
앤트러사이트 합정점,합정,서울특별시 마포구 합정동 357-6,"아메리카노, 밀크티",348,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201010060728646_photo_QvSh2H8G0oAe.jpg
옹달샘 본점,합정,서울특별시 마포구 서교동 402-3,"곤드레밥, 김치찜",392,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201103012633789_photo_474145db3a43.jpg
리틀파파,합정,서울특별시 마포구 합정동 413-15,"양지쌀국수, 쌀국수",429,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201224104021_photo1_fc2419b171f1.jpg
호야초밥,건대,서울특별시 광진구 화양동 12-36,"연어초밥, 초밥",876,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201229150553_photo1_8e68deea3142.jpg
우마이도 건대점,건대,서울특별시 광진구 화양동 3-29,"돈코츠라멘, 라멘",536,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210117022423_photo1_ebA8OToEL5QH.jpg
조씨네 고기국수,건대,서울시 광진구 화양동 12-52,"고기국수, 비빔국수",462,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210420144423_photo1_PueNis1ySK8Q.jpg
경성양육관,건대,서울특별시 광진구 자양동 11-12,"양꼬치, 꿔바로우",500,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210211042959_photo1_DFCEVu9RCBUR.jpg
로니로티,건대,서울특별시 광진구 화양동 7-44,"목살스테이크샐러드, 목살스테이크",777,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201004122227_photo1_c97eb69f6be8.jpg
빠오즈푸,건대,서울특별시 광진구 군자동 361-32,"지짐만두, 탄탄면",344,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200914093655_photo1_edd2f5913a1b.jpg
계탄집,건대,서울특별시 광진구 자양동 553-264,"계란찜, 간장닭갈비",276,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210306224441_photo6_c175137efa0e.jpg
매운향솥,건대,서울특별시 광진구 자양동 9-34,"마라샹궈, 꿔바로우",107,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210407043415_photo1_89365f219f4c.jpg
송화산시도삭면 2호점,건대,서울특별시 광진구 자양동 6-63 조양시장,"도삭면, 가지튀김",97,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210313043758_photo1_aff1750cca20.jpg
최가커피 건대점,건대,서울시 광진구 화양동 11-33,"비엔나커피, 아메리카노",113,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200723111611079_photo_800334b0bbec.jpg
미분당,건대,서울특별시 광진구 화양동 12-42,"양지쌀국수, 힘줄쌀국수",188,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201028103658197_photo_d91612ad5865.jpg
매화반점,건대,서울특별시 광진구 자양동 4-11,"양꼬치, 가지튀김",325,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210307215037_photo1_d91612ad5865.jpg
송림식당,건대,서울특별시 광진구 자양3동 227-136,돼지불백,404,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210325075751232_photo_07c6bea9170d.jpg
고흥순대국,건대,서울특별시 광진구 자양동 5-2,"순대국, 돼지국밥",66,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201018022234733_photo_8eaccc306269.jpg
민정식당 본점,건대,서울시 광진구 자양동 232-4,"설렁탕, 수육전골",176,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200501024151964_photo_41af3676fc32.jpg
바다회포차,건대,서울특별시 광진구 자양동 794-8,횟집,98,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201223091422_photo1_09e689570282.jpg
순곱이네 건대점,건대,서울특별시 광진구 화양동 11-16,"버섯전골, 순대곱창전골",117,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210309024510_photo1_dc6b077670a4.jpg
뱃놈,건대,서울시 광진구 군자동 373-9,조개찜,140,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210102123957_photo1_5d78ae6a669d.jpg
돕감자탕,건대,서울특별시 광진구 화양동 9-22,감자탕,170,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200926205358_photo1_fd5fed616158.jpg
해룡 마라룽샤,건대,서울특별시 광진구 자양동 857,"볶음밥, 마라룽샤",97,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200410062420903_photo_d7c390b0e9cb.jpg
동해해물,건대,서울특별시 광진구 화양동 37-1,해물찜,130,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200330082633_photo1_mm1F5kOrpCVI.jpg
라화쿵푸 건대점,건대,서울특별시 광진구 자양동 9-5,"마라탕, 마라샹궈",107,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210309072711_photo1_89365f219f4c.jpg
페스타마레,건대,서울시 광진구 자양동 2-14,"까르보나라, 스테이크",190,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190903050313171_photo_eL0L9p5ekIoZ.jpg
페르시안걸프 피자,건대,서울특별시 광진구 화양동 12-40,치즈피자,259,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200115030100101_photo_e5c80337788c.jpg
복만루 1호점,건대,서울특별시 광진구 자양동 13-41,훠궈,113,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200328011447_photo1_57913fd8e9aa.jpg
은혜떡볶이,건대,서울특별시 광진구 군자동 361-25,"볶음밥, 떡볶이",105,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201115110055_photo1_3b929888cbc2.jpg
송화양꼬치,건대,서울시 광진구 자양동 12-17,"양꼬치, 꿔바로우",42,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210118092950_photo1_616743bf2b15.jpg
겐로쿠우동,건대,서울특별시 광진구 화양동 5-106,지도리우동,154,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201014012233357_photo_1369d8b5a9c0.jpg
